image_path,class
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1156.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass51.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3052.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal69.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass234.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1266.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3572.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3888.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass219.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes719.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard240.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2581.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2389.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper663.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass536.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes219.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological418.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass620.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes702.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass232.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological21.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal606.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes667.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes664.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes900.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal446.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1298.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1113.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic825.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass659.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes529.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2823.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal348.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass514.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2403.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1586.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2945.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2990.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass594.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass462.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass298.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes799.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass377.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal159.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4063.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass299.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard699.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2302.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1109.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes625.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3512.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes5149.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2016.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3199.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard324.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes177.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4270.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic443.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic657.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2671.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass351.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes764.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery547.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3723.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4642.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes409.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass509.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3320.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic760.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3712.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash662.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4994.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2921.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological781.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1786.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic340.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass479.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic814.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes5311.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal689.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic145.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2705.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1550.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological6.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass575.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery790.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery30.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass281.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes654.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass168.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2852.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2988.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological263.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2865.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1272.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1266.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4869.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic854.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1590.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery849.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes788.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1841.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes233.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological362.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard632.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery312.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash410.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper629.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash407.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes241.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1903.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper948.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological489.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass239.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2756.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal489.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1008.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper794.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4174.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological77.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass497.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal427.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4110.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass663.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper884.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass726.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery3.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes45.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1408.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes41.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1918.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash8.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic240.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass40.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1533.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic863.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4263.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4199.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass210.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass299.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2570.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2348.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1303.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological760.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\green-glass\green-glass71.jpg,green-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic304.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash325.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1384.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic266.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash689.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard745.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1225.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1710.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes5026.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper55.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic51.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes828.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard766.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper227.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2259.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes777.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard51.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery562.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3854.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal113.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash4.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery585.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes5308.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes88.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2438.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2238.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes60.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes47.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes530.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological829.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3434.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2253.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes589.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass590.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4292.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes315.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass30.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological796.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\brown-glass\brown-glass433.jpg,brown-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic71.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1615.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes721.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper56.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard194.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic308.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\cardboard\cardboard130.jpg,cardboard
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1517.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal46.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes492.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass627.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper793.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4894.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3157.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic67.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass100.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass208.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic368.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass306.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3094.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic358.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\plastic\plastic78.jpg,plastic
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass458.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery436.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass87.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery172.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1751.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2139.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes172.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery805.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal679.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\white-glass\white-glass337.jpg,white-glass
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes3576.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes1570.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes136.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1944.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash262.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes240.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2194.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery190.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes4399.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\paper\paper434.jpg,paper
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2873.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1031.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery98.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes614.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological639.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\battery\battery133.jpg,battery
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1671.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1648.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash226.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash189.jpg,trash
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\metal\metal316.jpg,metal
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2563.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\shoes\shoes1743.jpg,shoes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes5288.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\clothes\clothes2445.jpg,clothes
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological161.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\biological\biological139.jpg,biological
C:\Users\amits\Desktop\AI-Smart-Waste-Management\data\raw\garbage-classification\trash\trash162.jpg,trash
