class,filename,width,height,path,aspect_ratio
clothes,clothes212.jpg,400,400,data\raw\garbage-classification\clothes\clothes212.jpg,1.0
clothes,clothes2120.jpg,400,533,data\raw\garbage-classification\clothes\clothes2120.jpg,0.7504690431519699
clothes,clothes2121.jpg,400,534,data\raw\garbage-classification\clothes\clothes2121.jpg,0.7490636704119851
clothes,clothes2122.jpg,400,534,data\raw\garbage-classification\clothes\clothes2122.jpg,0.7490636704119851
clothes,clothes2123.jpg,400,473,data\raw\garbage-classification\clothes\clothes2123.jpg,0.8456659619450317
clothes,clothes2124.jpg,400,711,data\raw\garbage-classification\clothes\clothes2124.jpg,0.5625879043600562
clothes,clothes2125.jpg,400,533,data\raw\garbage-classification\clothes\clothes2125.jpg,0.7504690431519699
clothes,clothes2126.jpg,400,533,data\raw\garbage-classification\clothes\clothes2126.jpg,0.7504690431519699
clothes,clothes2127.jpg,400,533,data\raw\garbage-classification\clothes\clothes2127.jpg,0.7504690431519699
clothes,clothes2128.jpg,533,400,data\raw\garbage-classification\clothes\clothes2128.jpg,1.3325
clothes,clothes2129.jpg,400,533,data\raw\garbage-classification\clothes\clothes2129.jpg,0.7504690431519699
clothes,clothes213.jpg,400,533,data\raw\garbage-classification\clothes\clothes213.jpg,0.7504690431519699
clothes,clothes2130.jpg,400,712,data\raw\garbage-classification\clothes\clothes2130.jpg,0.5617977528089888
clothes,clothes2131.jpg,400,519,data\raw\garbage-classification\clothes\clothes2131.jpg,0.7707129094412332
clothes,clothes2132.jpg,400,534,data\raw\garbage-classification\clothes\clothes2132.jpg,0.7490636704119851
clothes,clothes2133.jpg,400,480,data\raw\garbage-classification\clothes\clothes2133.jpg,0.8333333333333334
clothes,clothes2134.jpg,400,457,data\raw\garbage-classification\clothes\clothes2134.jpg,0.87527352297593
clothes,clothes2135.jpg,400,534,data\raw\garbage-classification\clothes\clothes2135.jpg,0.7490636704119851
clothes,clothes2136.jpg,400,711,data\raw\garbage-classification\clothes\clothes2136.jpg,0.5625879043600562
clothes,clothes2137.jpg,400,533,data\raw\garbage-classification\clothes\clothes2137.jpg,0.7504690431519699
clothes,clothes2138.jpg,400,533,data\raw\garbage-classification\clothes\clothes2138.jpg,0.7504690431519699
clothes,clothes2139.jpg,400,533,data\raw\garbage-classification\clothes\clothes2139.jpg,0.7504690431519699
clothes,clothes214.jpg,400,534,data\raw\garbage-classification\clothes\clothes214.jpg,0.7490636704119851
clothes,clothes2140.jpg,400,534,data\raw\garbage-classification\clothes\clothes2140.jpg,0.7490636704119851
clothes,clothes2141.jpg,400,534,data\raw\garbage-classification\clothes\clothes2141.jpg,0.7490636704119851
clothes,clothes2142.jpg,400,533,data\raw\garbage-classification\clothes\clothes2142.jpg,0.7504690431519699
clothes,clothes2143.jpg,400,533,data\raw\garbage-classification\clothes\clothes2143.jpg,0.7504690431519699
clothes,clothes2144.jpg,400,533,data\raw\garbage-classification\clothes\clothes2144.jpg,0.7504690431519699
clothes,clothes2145.jpg,400,534,data\raw\garbage-classification\clothes\clothes2145.jpg,0.7490636704119851
clothes,clothes2146.jpg,400,534,data\raw\garbage-classification\clothes\clothes2146.jpg,0.7490636704119851
clothes,clothes2147.jpg,400,533,data\raw\garbage-classification\clothes\clothes2147.jpg,0.7504690431519699
clothes,clothes2148.jpg,400,533,data\raw\garbage-classification\clothes\clothes2148.jpg,0.7504690431519699
clothes,clothes2149.jpg,400,534,data\raw\garbage-classification\clothes\clothes2149.jpg,0.7490636704119851
clothes,clothes215.jpg,400,533,data\raw\garbage-classification\clothes\clothes215.jpg,0.7504690431519699
clothes,clothes2150.jpg,400,534,data\raw\garbage-classification\clothes\clothes2150.jpg,0.7490636704119851
clothes,clothes2151.jpg,400,533,data\raw\garbage-classification\clothes\clothes2151.jpg,0.7504690431519699
clothes,clothes2152.jpg,400,533,data\raw\garbage-classification\clothes\clothes2152.jpg,0.7504690431519699
clothes,clothes2153.jpg,534,400,data\raw\garbage-classification\clothes\clothes2153.jpg,1.335
clothes,clothes2154.jpg,400,533,data\raw\garbage-classification\clothes\clothes2154.jpg,0.7504690431519699
clothes,clothes2155.jpg,400,533,data\raw\garbage-classification\clothes\clothes2155.jpg,0.7504690431519699
clothes,clothes2156.jpg,400,534,data\raw\garbage-classification\clothes\clothes2156.jpg,0.7490636704119851
clothes,clothes2157.jpg,400,533,data\raw\garbage-classification\clothes\clothes2157.jpg,0.7504690431519699
clothes,clothes2158.jpg,400,533,data\raw\garbage-classification\clothes\clothes2158.jpg,0.7504690431519699
clothes,clothes2159.jpg,535,400,data\raw\garbage-classification\clothes\clothes2159.jpg,1.3375
clothes,clothes216.jpg,400,428,data\raw\garbage-classification\clothes\clothes216.jpg,0.9345794392523364
clothes,clothes2160.jpg,400,400,data\raw\garbage-classification\clothes\clothes2160.jpg,1.0
clothes,clothes2161.jpg,400,533,data\raw\garbage-classification\clothes\clothes2161.jpg,0.7504690431519699
clothes,clothes2162.jpg,533,400,data\raw\garbage-classification\clothes\clothes2162.jpg,1.3325
clothes,clothes2163.jpg,400,534,data\raw\garbage-classification\clothes\clothes2163.jpg,0.7490636704119851
clothes,clothes2164.jpg,400,711,data\raw\garbage-classification\clothes\clothes2164.jpg,0.5625879043600562
clothes,clothes2165.jpg,400,533,data\raw\garbage-classification\clothes\clothes2165.jpg,0.7504690431519699
clothes,clothes2166.jpg,400,533,data\raw\garbage-classification\clothes\clothes2166.jpg,0.7504690431519699
clothes,clothes2167.jpg,400,711,data\raw\garbage-classification\clothes\clothes2167.jpg,0.5625879043600562
clothes,clothes2168.jpg,400,534,data\raw\garbage-classification\clothes\clothes2168.jpg,0.7490636704119851
clothes,clothes2169.jpg,613,400,data\raw\garbage-classification\clothes\clothes2169.jpg,1.5325
clothes,clothes217.jpg,400,533,data\raw\garbage-classification\clothes\clothes217.jpg,0.7504690431519699
clothes,clothes2170.jpg,400,400,data\raw\garbage-classification\clothes\clothes2170.jpg,1.0
clothes,clothes2171.jpg,711,400,data\raw\garbage-classification\clothes\clothes2171.jpg,1.7775
clothes,clothes2172.jpg,400,451,data\raw\garbage-classification\clothes\clothes2172.jpg,0.8869179600886918
clothes,clothes2173.jpg,400,533,data\raw\garbage-classification\clothes\clothes2173.jpg,0.7504690431519699
clothes,clothes2174.jpg,533,400,data\raw\garbage-classification\clothes\clothes2174.jpg,1.3325
clothes,clothes2175.jpg,400,533,data\raw\garbage-classification\clothes\clothes2175.jpg,0.7504690431519699
clothes,clothes2176.jpg,400,400,data\raw\garbage-classification\clothes\clothes2176.jpg,1.0
clothes,clothes2177.jpg,400,533,data\raw\garbage-classification\clothes\clothes2177.jpg,0.7504690431519699
clothes,clothes2178.jpg,400,534,data\raw\garbage-classification\clothes\clothes2178.jpg,0.7490636704119851
clothes,clothes2179.jpg,400,533,data\raw\garbage-classification\clothes\clothes2179.jpg,0.7504690431519699
clothes,clothes218.jpg,400,533,data\raw\garbage-classification\clothes\clothes218.jpg,0.7504690431519699
clothes,clothes2180.jpg,534,400,data\raw\garbage-classification\clothes\clothes2180.jpg,1.335
clothes,clothes2181.jpg,400,534,data\raw\garbage-classification\clothes\clothes2181.jpg,0.7490636704119851
clothes,clothes2182.jpg,400,533,data\raw\garbage-classification\clothes\clothes2182.jpg,0.7504690431519699
clothes,clothes2183.jpg,400,711,data\raw\garbage-classification\clothes\clothes2183.jpg,0.5625879043600562
clothes,clothes2184.jpg,400,533,data\raw\garbage-classification\clothes\clothes2184.jpg,0.7504690431519699
clothes,clothes2185.jpg,533,400,data\raw\garbage-classification\clothes\clothes2185.jpg,1.3325
clothes,clothes2186.jpg,400,533,data\raw\garbage-classification\clothes\clothes2186.jpg,0.7504690431519699
clothes,clothes2187.jpg,400,433,data\raw\garbage-classification\clothes\clothes2187.jpg,0.9237875288683602
clothes,clothes2188.jpg,400,533,data\raw\garbage-classification\clothes\clothes2188.jpg,0.7504690431519699
clothes,clothes2189.jpg,400,534,data\raw\garbage-classification\clothes\clothes2189.jpg,0.7490636704119851
clothes,clothes219.jpg,534,400,data\raw\garbage-classification\clothes\clothes219.jpg,1.335
clothes,clothes2190.jpg,400,533,data\raw\garbage-classification\clothes\clothes2190.jpg,0.7504690431519699
clothes,clothes2191.jpg,400,533,data\raw\garbage-classification\clothes\clothes2191.jpg,0.7504690431519699
clothes,clothes2192.jpg,400,533,data\raw\garbage-classification\clothes\clothes2192.jpg,0.7504690431519699
clothes,clothes2193.jpg,400,533,data\raw\garbage-classification\clothes\clothes2193.jpg,0.7504690431519699
clothes,clothes2194.jpg,533,400,data\raw\garbage-classification\clothes\clothes2194.jpg,1.3325
clothes,clothes2195.jpg,567,400,data\raw\garbage-classification\clothes\clothes2195.jpg,1.4175
clothes,clothes2196.jpg,400,533,data\raw\garbage-classification\clothes\clothes2196.jpg,0.7504690431519699
clothes,clothes2197.jpg,429,400,data\raw\garbage-classification\clothes\clothes2197.jpg,1.0725
clothes,clothes2198.jpg,400,533,data\raw\garbage-classification\clothes\clothes2198.jpg,0.7504690431519699
clothes,clothes2199.jpg,400,533,data\raw\garbage-classification\clothes\clothes2199.jpg,0.7504690431519699
clothes,clothes22.jpg,400,533,data\raw\garbage-classification\clothes\clothes22.jpg,0.7504690431519699
clothes,clothes220.jpg,400,533,data\raw\garbage-classification\clothes\clothes220.jpg,0.7504690431519699
clothes,clothes2200.jpg,400,617,data\raw\garbage-classification\clothes\clothes2200.jpg,0.6482982171799028
clothes,clothes2201.jpg,400,533,data\raw\garbage-classification\clothes\clothes2201.jpg,0.7504690431519699
clothes,clothes2202.jpg,400,400,data\raw\garbage-classification\clothes\clothes2202.jpg,1.0
clothes,clothes2203.jpg,400,533,data\raw\garbage-classification\clothes\clothes2203.jpg,0.7504690431519699
clothes,clothes2204.jpg,533,400,data\raw\garbage-classification\clothes\clothes2204.jpg,1.3325
clothes,clothes2205.jpg,400,533,data\raw\garbage-classification\clothes\clothes2205.jpg,0.7504690431519699
clothes,clothes2206.jpg,400,468,data\raw\garbage-classification\clothes\clothes2206.jpg,0.8547008547008547
clothes,clothes2207.jpg,400,711,data\raw\garbage-classification\clothes\clothes2207.jpg,0.5625879043600562
clothes,clothes2208.jpg,400,533,data\raw\garbage-classification\clothes\clothes2208.jpg,0.7504690431519699
clothes,clothes2209.jpg,400,533,data\raw\garbage-classification\clothes\clothes2209.jpg,0.7504690431519699
clothes,clothes221.jpg,602,400,data\raw\garbage-classification\clothes\clothes221.jpg,1.505
clothes,clothes2210.jpg,400,400,data\raw\garbage-classification\clothes\clothes2210.jpg,1.0
clothes,clothes2211.jpg,400,534,data\raw\garbage-classification\clothes\clothes2211.jpg,0.7490636704119851
clothes,clothes2212.jpg,400,514,data\raw\garbage-classification\clothes\clothes2212.jpg,0.7782101167315175
clothes,clothes2213.jpg,533,400,data\raw\garbage-classification\clothes\clothes2213.jpg,1.3325
clothes,clothes2214.jpg,533,400,data\raw\garbage-classification\clothes\clothes2214.jpg,1.3325
clothes,clothes2215.jpg,400,534,data\raw\garbage-classification\clothes\clothes2215.jpg,0.7490636704119851
clothes,clothes2216.jpg,400,533,data\raw\garbage-classification\clothes\clothes2216.jpg,0.7504690431519699
clothes,clothes2217.jpg,400,534,data\raw\garbage-classification\clothes\clothes2217.jpg,0.7490636704119851
clothes,clothes2218.jpg,400,533,data\raw\garbage-classification\clothes\clothes2218.jpg,0.7504690431519699
clothes,clothes2219.jpg,400,533,data\raw\garbage-classification\clothes\clothes2219.jpg,0.7504690431519699
clothes,clothes222.jpg,533,400,data\raw\garbage-classification\clothes\clothes222.jpg,1.3325
clothes,clothes2220.jpg,400,533,data\raw\garbage-classification\clothes\clothes2220.jpg,0.7504690431519699
clothes,clothes2221.jpg,400,533,data\raw\garbage-classification\clothes\clothes2221.jpg,0.7504690431519699
clothes,clothes2222.jpg,400,533,data\raw\garbage-classification\clothes\clothes2222.jpg,0.7504690431519699
clothes,clothes2223.jpg,400,533,data\raw\garbage-classification\clothes\clothes2223.jpg,0.7504690431519699
clothes,clothes2224.jpg,400,533,data\raw\garbage-classification\clothes\clothes2224.jpg,0.7504690431519699
clothes,clothes2225.jpg,400,534,data\raw\garbage-classification\clothes\clothes2225.jpg,0.7490636704119851
clothes,clothes2226.jpg,400,533,data\raw\garbage-classification\clothes\clothes2226.jpg,0.7504690431519699
clothes,clothes2227.jpg,400,533,data\raw\garbage-classification\clothes\clothes2227.jpg,0.7504690431519699
clothes,clothes2228.jpg,400,534,data\raw\garbage-classification\clothes\clothes2228.jpg,0.7490636704119851
clothes,clothes2229.jpg,400,533,data\raw\garbage-classification\clothes\clothes2229.jpg,0.7504690431519699
clothes,clothes223.jpg,400,427,data\raw\garbage-classification\clothes\clothes223.jpg,0.936768149882904
clothes,clothes2230.jpg,400,408,data\raw\garbage-classification\clothes\clothes2230.jpg,0.9803921568627451
clothes,clothes2231.jpg,400,534,data\raw\garbage-classification\clothes\clothes2231.jpg,0.7490636704119851
clothes,clothes2232.jpg,533,400,data\raw\garbage-classification\clothes\clothes2232.jpg,1.3325
clothes,clothes2233.jpg,400,498,data\raw\garbage-classification\clothes\clothes2233.jpg,0.8032128514056225
clothes,clothes2234.jpg,534,400,data\raw\garbage-classification\clothes\clothes2234.jpg,1.335
clothes,clothes2235.jpg,404,400,data\raw\garbage-classification\clothes\clothes2235.jpg,1.01
clothes,clothes2236.jpg,400,534,data\raw\garbage-classification\clothes\clothes2236.jpg,0.7490636704119851
clothes,clothes2237.jpg,533,400,data\raw\garbage-classification\clothes\clothes2237.jpg,1.3325
clothes,clothes2238.jpg,400,797,data\raw\garbage-classification\clothes\clothes2238.jpg,0.5018820577164367
clothes,clothes2239.jpg,533,400,data\raw\garbage-classification\clothes\clothes2239.jpg,1.3325
clothes,clothes224.jpg,400,533,data\raw\garbage-classification\clothes\clothes224.jpg,0.7504690431519699
clothes,clothes2240.jpg,533,400,data\raw\garbage-classification\clothes\clothes2240.jpg,1.3325
clothes,clothes2241.jpg,533,400,data\raw\garbage-classification\clothes\clothes2241.jpg,1.3325
clothes,clothes2242.jpg,400,414,data\raw\garbage-classification\clothes\clothes2242.jpg,0.966183574879227
clothes,clothes2243.jpg,400,534,data\raw\garbage-classification\clothes\clothes2243.jpg,0.7490636704119851
clothes,clothes2244.jpg,400,665,data\raw\garbage-classification\clothes\clothes2244.jpg,0.6015037593984962
clothes,clothes2245.jpg,400,533,data\raw\garbage-classification\clothes\clothes2245.jpg,0.7504690431519699
clothes,clothes2246.jpg,400,533,data\raw\garbage-classification\clothes\clothes2246.jpg,0.7504690431519699
clothes,clothes2247.jpg,400,533,data\raw\garbage-classification\clothes\clothes2247.jpg,0.7504690431519699
clothes,clothes2248.jpg,711,400,data\raw\garbage-classification\clothes\clothes2248.jpg,1.7775
clothes,clothes2249.jpg,400,533,data\raw\garbage-classification\clothes\clothes2249.jpg,0.7504690431519699
clothes,clothes225.jpg,400,533,data\raw\garbage-classification\clothes\clothes225.jpg,0.7504690431519699
clothes,clothes2250.jpg,533,400,data\raw\garbage-classification\clothes\clothes2250.jpg,1.3325
clothes,clothes2251.jpg,400,533,data\raw\garbage-classification\clothes\clothes2251.jpg,0.7504690431519699
clothes,clothes2252.jpg,400,533,data\raw\garbage-classification\clothes\clothes2252.jpg,0.7504690431519699
clothes,clothes2253.jpg,400,533,data\raw\garbage-classification\clothes\clothes2253.jpg,0.7504690431519699
clothes,clothes2254.jpg,400,534,data\raw\garbage-classification\clothes\clothes2254.jpg,0.7490636704119851
clothes,clothes2255.jpg,400,400,data\raw\garbage-classification\clothes\clothes2255.jpg,1.0
clothes,clothes2256.jpg,400,534,data\raw\garbage-classification\clothes\clothes2256.jpg,0.7490636704119851
clothes,clothes2257.jpg,400,533,data\raw\garbage-classification\clothes\clothes2257.jpg,0.7504690431519699
clothes,clothes2258.jpg,400,533,data\raw\garbage-classification\clothes\clothes2258.jpg,0.7504690431519699
clothes,clothes2259.jpg,400,533,data\raw\garbage-classification\clothes\clothes2259.jpg,0.7504690431519699
clothes,clothes226.jpg,400,422,data\raw\garbage-classification\clothes\clothes226.jpg,0.9478672985781991
clothes,clothes2260.jpg,400,533,data\raw\garbage-classification\clothes\clothes2260.jpg,0.7504690431519699
clothes,clothes2261.jpg,400,533,data\raw\garbage-classification\clothes\clothes2261.jpg,0.7504690431519699
clothes,clothes2262.jpg,400,533,data\raw\garbage-classification\clothes\clothes2262.jpg,0.7504690431519699
clothes,clothes2263.jpg,400,534,data\raw\garbage-classification\clothes\clothes2263.jpg,0.7490636704119851
clothes,clothes2264.jpg,400,400,data\raw\garbage-classification\clothes\clothes2264.jpg,1.0
clothes,clothes2265.jpg,400,534,data\raw\garbage-classification\clothes\clothes2265.jpg,0.7490636704119851
clothes,clothes2266.jpg,400,534,data\raw\garbage-classification\clothes\clothes2266.jpg,0.7490636704119851
clothes,clothes2267.jpg,400,533,data\raw\garbage-classification\clothes\clothes2267.jpg,0.7504690431519699
clothes,clothes2268.jpg,400,534,data\raw\garbage-classification\clothes\clothes2268.jpg,0.7490636704119851
clothes,clothes2269.jpg,400,534,data\raw\garbage-classification\clothes\clothes2269.jpg,0.7490636704119851
clothes,clothes227.jpg,400,533,data\raw\garbage-classification\clothes\clothes227.jpg,0.7504690431519699
clothes,clothes2270.jpg,400,534,data\raw\garbage-classification\clothes\clothes2270.jpg,0.7490636704119851
clothes,clothes2271.jpg,400,533,data\raw\garbage-classification\clothes\clothes2271.jpg,0.7504690431519699
clothes,clothes2272.jpg,533,400,data\raw\garbage-classification\clothes\clothes2272.jpg,1.3325
clothes,clothes2273.jpg,400,533,data\raw\garbage-classification\clothes\clothes2273.jpg,0.7504690431519699
clothes,clothes2274.jpg,400,533,data\raw\garbage-classification\clothes\clothes2274.jpg,0.7504690431519699
clothes,clothes2275.jpg,400,534,data\raw\garbage-classification\clothes\clothes2275.jpg,0.7490636704119851
clothes,clothes2276.jpg,400,533,data\raw\garbage-classification\clothes\clothes2276.jpg,0.7504690431519699
clothes,clothes2277.jpg,534,400,data\raw\garbage-classification\clothes\clothes2277.jpg,1.335
clothes,clothes2278.jpg,534,400,data\raw\garbage-classification\clothes\clothes2278.jpg,1.335
clothes,clothes2279.jpg,400,533,data\raw\garbage-classification\clothes\clothes2279.jpg,0.7504690431519699
clothes,clothes228.jpg,400,533,data\raw\garbage-classification\clothes\clothes228.jpg,0.7504690431519699
clothes,clothes2280.jpg,400,533,data\raw\garbage-classification\clothes\clothes2280.jpg,0.7504690431519699
clothes,clothes2281.jpg,400,533,data\raw\garbage-classification\clothes\clothes2281.jpg,0.7504690431519699
clothes,clothes2282.jpg,400,534,data\raw\garbage-classification\clothes\clothes2282.jpg,0.7490636704119851
clothes,clothes2283.jpg,400,533,data\raw\garbage-classification\clothes\clothes2283.jpg,0.7504690431519699
clothes,clothes2284.jpg,400,533,data\raw\garbage-classification\clothes\clothes2284.jpg,0.7504690431519699
clothes,clothes2285.jpg,400,400,data\raw\garbage-classification\clothes\clothes2285.jpg,1.0
clothes,clothes2286.jpg,400,534,data\raw\garbage-classification\clothes\clothes2286.jpg,0.7490636704119851
clothes,clothes2287.jpg,400,400,data\raw\garbage-classification\clothes\clothes2287.jpg,1.0
clothes,clothes2288.jpg,400,534,data\raw\garbage-classification\clothes\clothes2288.jpg,0.7490636704119851
clothes,clothes2289.jpg,400,447,data\raw\garbage-classification\clothes\clothes2289.jpg,0.8948545861297539
clothes,clothes229.jpg,400,533,data\raw\garbage-classification\clothes\clothes229.jpg,0.7504690431519699
clothes,clothes2290.jpg,400,533,data\raw\garbage-classification\clothes\clothes2290.jpg,0.7504690431519699
clothes,clothes2291.jpg,709,400,data\raw\garbage-classification\clothes\clothes2291.jpg,1.7725
clothes,clothes2292.jpg,400,413,data\raw\garbage-classification\clothes\clothes2292.jpg,0.9685230024213075
clothes,clothes2293.jpg,482,400,data\raw\garbage-classification\clothes\clothes2293.jpg,1.205
clothes,clothes2294.jpg,400,533,data\raw\garbage-classification\clothes\clothes2294.jpg,0.7504690431519699
clothes,clothes2295.jpg,400,533,data\raw\garbage-classification\clothes\clothes2295.jpg,0.7504690431519699
clothes,clothes2296.jpg,400,533,data\raw\garbage-classification\clothes\clothes2296.jpg,0.7504690431519699
clothes,clothes2297.jpg,400,533,data\raw\garbage-classification\clothes\clothes2297.jpg,0.7504690431519699
clothes,clothes2298.jpg,602,400,data\raw\garbage-classification\clothes\clothes2298.jpg,1.505
clothes,clothes2299.jpg,400,533,data\raw\garbage-classification\clothes\clothes2299.jpg,0.7504690431519699
clothes,clothes23.jpg,711,400,data\raw\garbage-classification\clothes\clothes23.jpg,1.7775
clothes,clothes230.jpg,400,534,data\raw\garbage-classification\clothes\clothes230.jpg,0.7490636704119851
clothes,clothes2300.jpg,400,533,data\raw\garbage-classification\clothes\clothes2300.jpg,0.7504690431519699
clothes,clothes2301.jpg,400,457,data\raw\garbage-classification\clothes\clothes2301.jpg,0.87527352297593
clothes,clothes2302.jpg,534,400,data\raw\garbage-classification\clothes\clothes2302.jpg,1.335
clothes,clothes2303.jpg,400,867,data\raw\garbage-classification\clothes\clothes2303.jpg,0.461361014994233
clothes,clothes2304.jpg,400,534,data\raw\garbage-classification\clothes\clothes2304.jpg,0.7490636704119851
clothes,clothes2305.jpg,400,534,data\raw\garbage-classification\clothes\clothes2305.jpg,0.7490636704119851
clothes,clothes2306.jpg,533,400,data\raw\garbage-classification\clothes\clothes2306.jpg,1.3325
clothes,clothes2307.jpg,400,533,data\raw\garbage-classification\clothes\clothes2307.jpg,0.7504690431519699
clothes,clothes2308.jpg,400,533,data\raw\garbage-classification\clothes\clothes2308.jpg,0.7504690431519699
clothes,clothes2309.jpg,400,533,data\raw\garbage-classification\clothes\clothes2309.jpg,0.7504690431519699
clothes,clothes231.jpg,400,533,data\raw\garbage-classification\clothes\clothes231.jpg,0.7504690431519699
clothes,clothes2310.jpg,400,710,data\raw\garbage-classification\clothes\clothes2310.jpg,0.5633802816901409
clothes,clothes2311.jpg,533,400,data\raw\garbage-classification\clothes\clothes2311.jpg,1.3325
clothes,clothes2312.jpg,400,533,data\raw\garbage-classification\clothes\clothes2312.jpg,0.7504690431519699
clothes,clothes2313.jpg,400,533,data\raw\garbage-classification\clothes\clothes2313.jpg,0.7504690431519699
clothes,clothes2314.jpg,400,468,data\raw\garbage-classification\clothes\clothes2314.jpg,0.8547008547008547
clothes,clothes2315.jpg,511,400,data\raw\garbage-classification\clothes\clothes2315.jpg,1.2775
clothes,clothes2316.jpg,400,533,data\raw\garbage-classification\clothes\clothes2316.jpg,0.7504690431519699
clothes,clothes2317.jpg,400,534,data\raw\garbage-classification\clothes\clothes2317.jpg,0.7490636704119851
clothes,clothes2318.jpg,400,533,data\raw\garbage-classification\clothes\clothes2318.jpg,0.7504690431519699
clothes,clothes2319.jpg,400,534,data\raw\garbage-classification\clothes\clothes2319.jpg,0.7490636704119851
clothes,clothes232.jpg,400,533,data\raw\garbage-classification\clothes\clothes232.jpg,0.7504690431519699
clothes,clothes2320.jpg,400,533,data\raw\garbage-classification\clothes\clothes2320.jpg,0.7504690431519699
clothes,clothes2321.jpg,400,534,data\raw\garbage-classification\clothes\clothes2321.jpg,0.7490636704119851
clothes,clothes2322.jpg,400,533,data\raw\garbage-classification\clothes\clothes2322.jpg,0.7504690431519699
clothes,clothes2323.jpg,400,533,data\raw\garbage-classification\clothes\clothes2323.jpg,0.7504690431519699
clothes,clothes2324.jpg,400,534,data\raw\garbage-classification\clothes\clothes2324.jpg,0.7490636704119851
clothes,clothes2325.jpg,400,494,data\raw\garbage-classification\clothes\clothes2325.jpg,0.8097165991902834
clothes,clothes2326.jpg,400,711,data\raw\garbage-classification\clothes\clothes2326.jpg,0.5625879043600562
clothes,clothes2327.jpg,400,533,data\raw\garbage-classification\clothes\clothes2327.jpg,0.7504690431519699
clothes,clothes2328.jpg,400,533,data\raw\garbage-classification\clothes\clothes2328.jpg,0.7504690431519699
clothes,clothes2329.jpg,400,534,data\raw\garbage-classification\clothes\clothes2329.jpg,0.7490636704119851
clothes,clothes233.jpg,400,533,data\raw\garbage-classification\clothes\clothes233.jpg,0.7504690431519699
clothes,clothes2330.jpg,400,534,data\raw\garbage-classification\clothes\clothes2330.jpg,0.7490636704119851
clothes,clothes2331.jpg,400,533,data\raw\garbage-classification\clothes\clothes2331.jpg,0.7504690431519699
clothes,clothes2332.jpg,534,400,data\raw\garbage-classification\clothes\clothes2332.jpg,1.335
clothes,clothes2333.jpg,400,534,data\raw\garbage-classification\clothes\clothes2333.jpg,0.7490636704119851
clothes,clothes2334.jpg,533,400,data\raw\garbage-classification\clothes\clothes2334.jpg,1.3325
clothes,clothes2335.jpg,400,533,data\raw\garbage-classification\clothes\clothes2335.jpg,0.7504690431519699
clothes,clothes2336.jpg,533,400,data\raw\garbage-classification\clothes\clothes2336.jpg,1.3325
clothes,clothes2337.jpg,467,400,data\raw\garbage-classification\clothes\clothes2337.jpg,1.1675
clothes,clothes2338.jpg,400,533,data\raw\garbage-classification\clothes\clothes2338.jpg,0.7504690431519699
clothes,clothes2339.jpg,400,534,data\raw\garbage-classification\clothes\clothes2339.jpg,0.7490636704119851
clothes,clothes234.jpg,400,533,data\raw\garbage-classification\clothes\clothes234.jpg,0.7504690431519699
clothes,clothes2340.jpg,400,680,data\raw\garbage-classification\clothes\clothes2340.jpg,0.5882352941176471
clothes,clothes2341.jpg,533,400,data\raw\garbage-classification\clothes\clothes2341.jpg,1.3325
clothes,clothes2342.jpg,400,534,data\raw\garbage-classification\clothes\clothes2342.jpg,0.7490636704119851
clothes,clothes2343.jpg,400,403,data\raw\garbage-classification\clothes\clothes2343.jpg,0.9925558312655087
clothes,clothes2344.jpg,400,534,data\raw\garbage-classification\clothes\clothes2344.jpg,0.7490636704119851
clothes,clothes2345.jpg,400,400,data\raw\garbage-classification\clothes\clothes2345.jpg,1.0
clothes,clothes2346.jpg,400,533,data\raw\garbage-classification\clothes\clothes2346.jpg,0.7504690431519699
clothes,clothes2347.jpg,400,534,data\raw\garbage-classification\clothes\clothes2347.jpg,0.7490636704119851
clothes,clothes2348.jpg,533,400,data\raw\garbage-classification\clothes\clothes2348.jpg,1.3325
clothes,clothes2349.jpg,400,533,data\raw\garbage-classification\clothes\clothes2349.jpg,0.7504690431519699
clothes,clothes235.jpg,400,617,data\raw\garbage-classification\clothes\clothes235.jpg,0.6482982171799028
clothes,clothes2350.jpg,400,400,data\raw\garbage-classification\clothes\clothes2350.jpg,1.0
clothes,clothes2351.jpg,400,711,data\raw\garbage-classification\clothes\clothes2351.jpg,0.5625879043600562
clothes,clothes2352.jpg,400,533,data\raw\garbage-classification\clothes\clothes2352.jpg,0.7504690431519699
clothes,clothes2353.jpg,400,534,data\raw\garbage-classification\clothes\clothes2353.jpg,0.7490636704119851
clothes,clothes2354.jpg,400,533,data\raw\garbage-classification\clothes\clothes2354.jpg,0.7504690431519699
clothes,clothes2355.jpg,400,400,data\raw\garbage-classification\clothes\clothes2355.jpg,1.0
clothes,clothes2356.jpg,400,533,data\raw\garbage-classification\clothes\clothes2356.jpg,0.7504690431519699
clothes,clothes2357.jpg,400,534,data\raw\garbage-classification\clothes\clothes2357.jpg,0.7490636704119851
clothes,clothes2358.jpg,400,534,data\raw\garbage-classification\clothes\clothes2358.jpg,0.7490636704119851
clothes,clothes2359.jpg,406,400,data\raw\garbage-classification\clothes\clothes2359.jpg,1.015
clothes,clothes236.jpg,400,711,data\raw\garbage-classification\clothes\clothes236.jpg,0.5625879043600562
clothes,clothes2360.jpg,400,533,data\raw\garbage-classification\clothes\clothes2360.jpg,0.7504690431519699
clothes,clothes2361.jpg,400,533,data\raw\garbage-classification\clothes\clothes2361.jpg,0.7504690431519699
